"year","country","v2x_polyarchy","v2x_pubcorr","v2jucorrdc","v2xel_regelec","v2elsnlsff","v2elrgpwr","e_fh_rol","v2ellocelc","v2ellocpwr","v2xel_locelec","RWI","bmr_democracy","polity","polity2","xpolity","gdppc10","pop","minor","major","armedconf","fh.A.Legal","fh.B.Political","fh.C.Economic","fh.total.score","fh.media.freedom","rulelaw.wb","l.polity2","polity2.squ","l.polity2.squ","v2x_polyarchy.sq","v2x_libdem.sq","lpop","l.lpop","lrgdp","l.lrgdp","pts","l.pts","gwno","alljourn","polgroup","state","other","unknown","stateunknown","stateunknownother","foreign.state","local.state","capital.stateunknown","capital.state","nocapital.state","regional.media.state","national.media.state","international.media.state","foreign.unknown","local.unknown","capital.unknown","nocapital.unknown","regional.media.unknown","national.media.unknown","international.media.unknown","state.nationalreach.d","unknown.nationalreach.d","state.localreach.d","unknown.localreach.d","state.d","unknown.d","stateunknown.d","polgroup.d","other.d","capital.state.d","capital.unknown.d","capital.stateunknown.d","nocapital.state.d","nocapital.unknown.d","regional.media.state.d","national.media.state.d","international.media.state.d","regional.media.unknown.d","national.media.unknown.d","international.media.unknown.d","nonregional.state.d","nonregional.unknown.d"
2010,"Somalia",0.211,0.915,2.099,0.422,-1.709,1.013,0,0,-0.874,0.102,"closed autocracy",0,-77,0,-77,NA,9581714,0,1,1,27,35,22,84,0,-2.406111,0,0,0,0.044521,0.016129,16.0753670483488,16.0516167952552,NA,NA,4,4,520,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2011,"Somalia",0.204,0.914,2.099,0.422,-1.709,1.013,0,0,-0.874,0.102,"closed autocracy",0,-66,NA,-66,NA,9806670,0,1,1,27,35,22,84,0,-2.332797,0,NA,0,0.041616,0.016384,16.0985733243742,16.0753670483488,NA,NA,5,4,520,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2012,"Somalia",0.17,0.933,1.861,0.403,-1.709,0.874,0,0,-0.874,0.102,"closed autocracy",0,5,5,5,NA,10033630,0,1,1,27,35,22,84,0,-2.423379,NA,25,NA,0.0289,0.014884,16.1214530087202,16.0985733243742,NA,NA,4,5,520,17,11,1,0,5,6,6,0,1,5,1,0,0,1,0,1,4,4,1,0,4,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1
2013,"Somalia",0.171,0.906,1.306,0.427,-1.484,1.063,0,0,-0.071,0.226,"closed autocracy",0,5,5,5,NA,10268157,1,0,1,26,34,22,82,0,-2.404246,5,25,25,0.029241,0.018225,16.1445581110783,16.1214530087202,NA,NA,4,4,520,6,1,0,0,5,5,5,0,0,4,0,0,0,0,0,0,5,4,1,0,4,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
2014,"Somalia",0.171,0.906,1.306,0.427,-1.484,1.063,0,0,-0.071,0.226,"closed autocracy",0,5,5,5,NA,10517569,0,1,1,25,34,20,79,0,-2.349381,5,25,25,0.029241,0.018225,16.1685576549197,16.1445581110783,NA,NA,5,4,520,4,2,0,0,2,2,2,0,0,1,0,0,0,0,0,0,2,1,1,0,2,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1
2015,"Somalia",0.171,0.906,1.306,0.427,-1.484,1.063,0,0,-0.071,0.226,"closed autocracy",0,5,5,5,NA,10787104,0,1,1,25,34,20,79,0,-2.300112,5,25,25,0.029241,0.0169,16.1938619045459,16.1685576549197,NA,NA,4,5,520,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Somalia",0.166,0.903,2.36,0.427,-1.484,1.063,0,0,-0.071,0.226,"closed autocracy",NA,5,5,5,NA,NA,0,1,1,25,34,20,79,0,NA,5,25,25,0.027556,0.011881,NA,16.1938619045459,NA,NA,4,4,520,2,0,1,0,1,2,2,0,1,2,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1
2007,"Eritrea",0.085,0.621,1.006,0.004,2.076,-2.444,2,2,-2.782,0.003,"closed autocracy",0,-7,-7,-4,501.675902153958,4406299,NA,0,0,30,40,24,94,0,-1.277803,-7,49,49,0.007225,0.000225,15.2985456660483,15.2751576060818,6.21795429795463,6.22717497037236,4,4,531,2,0,2,0,0,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2010,"Eritrea",0.085,0.651,1.006,0.004,2.076,-2.444,0,2,-2.782,0.003,"closed autocracy",0,-7,-7,-4,451.426693297243,4689664,NA,0,0,30,40,24,94,0,-1.34867,-7,49,49,0.007225,0.000196,15.360871496065,15.340163485884,6.11241299709949,6.11141636109874,4,4,531,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,"Eritrea",0.085,0.651,1.006,0.004,2.076,-2.444,0,2,-2.782,0.003,"closed autocracy",0,-7,-7,-4,NA,NA,NA,0,0,30,40,24,94,0,-1.387417,-7,49,49,0.007225,0.000196,NA,15.3819507774285,NA,6.17456947345481,4,4,531,4,0,4,0,0,4,4,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2006,"Angola",0.178,0.901,1.22,0.064,0.2,-1.146,4,0,-1.54,0.032,"closed autocracy",0,-2,-2,-3,3010.06539097731,18541467,NA,0,0,17,24,21,62,0,-1.300314,-2,4,4,0.031684,0.013924,16.7355202411853,16.7010340263201,8.00971708208413,7.85577438736966,3,4,540,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2010,"Angola",0.315,0.901,1.22,0.064,0.2,-1.146,4,0,-1.54,0.032,"electoral autocracy",0,-2,-2,-3,3886.47935432524,21219954,NA,0,0,18,25,21,64,0,-1.265287,-2,4,4,0.099225,0.023104,16.8704525233815,16.8369155977474,8.26525897650519,8.26528709790425,3,4,540,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015,"Mozambique",0.469,0.787,0.239,0.139,-2.067,-1.077,7,5,1.225,0.886,"electoral autocracy",0,5,5,4,511.467329751204,27977863,NA,0,0,12,19,15,46,1,-0.8487962,5,25,25,0.219961,0.101761,17.146924148302,17.1193257346598,6.23728371189767,6.20087759181854,3,3,541,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
2007,"Zimbabwe",0.253,0.87,0.492,0.056,-0.905,-1.191,1,2,-0.375,0.345,"electoral autocracy",0,-4,-4,-4,729.077866764692,13297798,NA,0,0,29,33,27,89,0,-1.798533,-4,16,16,0.064009,0.016384,16.403109015575,16.3902534937045,6.59178053942483,6.64185338382768,4,4,552,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2011,"South Africa",0.774,0.48,-1.089,0.88,-0.626,1.16,10,5,0.951,0.829,"liberal democracy",1,9,9,7,7494.32662853454,51729345.3578159,NA,0,0,10,14,10,34,1,0.1524512,9,81,81,0.599076,0.3969,17.7615357869183,17.7469328223314,8.92190156374336,8.90419033019752,3,3,560,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2014,"South Africa",0.754,0.461,-1.52,0.89,-0.813,1.268,10,5,1.36,0.916,"electoral democracy",1,9,9,7,7610.72611043465,54146734.739162,NA,0,0,10,17,10,37,1,0.1827904,9,81,81,0.568516,0.376996,17.8072082293007,17.7916711718643,8.9373138616042,8.93669344152604,3,4,560,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,"Swaziland",0.124,0.844,-0.573,0.033,0.953,-1.497,NA,2,1.042,0.833,"closed autocracy",0,-9,-9,-5,3093.38744711599,1082195,NA,0,0,23,26,25,74,0,NA,NA,81,NA,0.015376,0.009604,13.894501943962,13.8876125909953,8.03702203063886,8.01198820531135,2,2,572,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
2009,"Madagascar",0.283,0.894,2.614,0.028,-1.413,-1.618,6,5,-0.957,0.164,"electoral autocracy",0,0,0,0,424.822009180474,20495706,NA,0,0,17,29,15,61,0,-0.733841,7,0,49,0.080089,0.010404,16.8357259587535,16.8075760169633,6.0516702792741,6.12078660707938,4,2,580,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2002,"Morocco",0.265,0.785,0.736,0.194,-0.877,-0.307,NA,5,-1.255,0.104,"closed autocracy",0,-6,-6,-4,2129.95167967103,29535591,NA,0,0,19,22,16,57,1,-0.0203135,NA,36,NA,0.070225,0.047961,17.2011065686807,17.191423737915,7.66385457284569,7.64351836949499,2,2,600,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
2002,"Algeria",0.343,0.698,0.865,0.17,-1.386,-0.942,NA,5,-0.465,0.324,"electoral autocracy",0,-3,-3,-3,3755.06307350819,31990387,1,0,1,21,24,17,62,0,-0.6301586,NA,9,NA,0.117649,0.019881,17.280946009383,17.2683613025149,8.23086036126307,8.18886859897948,4,4,615,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
2011,"Algeria",0.33,0.698,0.858,0.262,-0.832,-0.618,5,5,-0.465,0.324,"electoral autocracy",0,2,2,2,4517.48700960457,36717132,1,0,1,22,23,17,62,0,-0.8076658,2,4,4,0.1089,0.018496,17.4187540160911,17.4000334089981,8.41571114689049,8.40592334791981,3,3,615,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,"Libya",0.073,0.853,1.567,0,0.392,NA,0,0,0.647,0.372,"closed autocracy",0,-7,-7,-3,10637.5233356314,5801543,NA,0,0,29,38,29,96,0,-0.9750819,-7,49,49,0.005329,0.002209,15.5736344746185,15.5565421869405,9.2721429665931,9.17706144156042,3,3,620,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2011,"Libya",0.132,0.888,1.662,0,0.026,NA,0,0,0.776,0.372,"closed autocracy",0,-77,0,-77,4509.2559380325,6288652,0,1,1,16,27,17,60,1,-1.20012,-7,0,49,0.017424,0.003249,15.6542572972832,15.650600393117,8.41388743840535,9.38712825107853,5,3,620,3,0,3,0,0,3,3,2,1,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2013,"Libya",0.527,0.828,1.801,0,-1.312,NA,1,2,0.597,0.706,"electoral democracy",0,-77,0,-77,NA,6265987,1,0,1,16,29,17,62,0,-1.336877,0,0,0,0.277729,0.101124,15.6506466758033,15.6534222706619,NA,NA,4,4,620,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
2014,"Libya",0.28,0.828,1.801,0,-1.312,NA,1,2,0.597,0.706,"closed autocracy",0,-77,0,-77,NA,6258984,1,0,1,22,33,18,73,0,-1.508693,0,0,0,0.0784,0.036481,15.6495284295847,15.6506466758033,NA,NA,4,4,620,4,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
2015,"Libya",0.285,0.747,2.054,0,-1.299,NA,1,2,0.597,0.706,"closed autocracy",0,-77,0,-77,NA,6278438,1,0,1,22,34,19,75,0,-1.629265,0,0,0,0.081225,0.036481,15.6526317813923,15.6495284295847,NA,NA,5,4,620,6,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2006,"Sudan",0.222,0.816,-0.149,0.27,-0.867,-0.607,0,0,-0.714,0.121,"electoral autocracy",0,-4,-4,-2,1238.80146050056,32809056,0,1,1,27,30,24,81,0,-1.357516,-4,16,16,0.049284,0.005184,17.3062151328074,17.280934005705,7.12189962706232,7.05464570251508,5,5,625,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2012,"South Sudan",0.217,0.839,0.506,0.573,-0.336,0.201,3,0,-0.195,0.211,"closed autocracy",0,0,0,0,736.421620662822,10980623,1,0,1,16,27,17,60,1,-1.430732,0,0,0,0.047089,0.013456,16.2116427319624,16.1678493507781,6.60180280887201,7.26330427175622,4,5,626,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
2015,"South Sudan",0.206,0.913,0.862,0.532,-1.055,0.085,1,0,1.089,0.433,"closed autocracy",0,-77,0,-77,717.695758193311,12339812,1,0,1,18,31,17,66,0,-1.855473,0,0,0,0.042436,0.005329,16.3283413413174,16.292988348649,6.57604574414033,6.67700212286984,5,5,626,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
2016,"South Sudan",0.187,0.904,1.021,0.514,-0.96,0.04,0,0,-1.796,0.021,"closed autocracy",NA,-77,0,-77,NA,NA,1,0,1,19,33,18,70,0,NA,0,0,0,0.034969,0.002809,NA,16.3283413413174,NA,6.57604574414033,5,5,626,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2003,"Iran",0.234,0.408,0.44,0,0.837,NA,NA,5,-1.13,0.133,"electoral autocracy",0,3,3,3,4946.54470595063,68522074,NA,0,0,27,32,20,79,0,-0.6429739,3,9,9,0.054756,0.0324,18.0426664994968,18.0305476524829,8.50644457261805,8.43570039988286,3,4,630,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2006,"Iran",0.198,0.609,0.44,0,0.837,NA,3,5,-1.13,0.133,"electoral autocracy",0,-6,-6,-4,5492.59637572387,70923164,1,0,1,29,34,21,84,0,-0.9469782,-6,36,36,0.039204,0.019044,18.0771076518243,18.0657487801409,8.61115635089114,8.56704029021745,4,4,630,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2009,"Iran",0.175,0.609,0.701,0,0.837,NA,3,5,-1.13,0.133,"electoral autocracy",0,-7,-7,-4,5982.21180635126,73370982,1,0,1,30,36,23,89,0,-0.9743366,-6,49,36,0.030625,0.021316,18.1110390748176,18.099520381961,8.69654564584346,8.68518106324837,4,4,630,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2011,"Iran",0.164,0.561,0.701,0,0.837,NA,3,5,-0.792,0.218,"electoral autocracy",0,-7,-7,-4,6455.21417529639,75184322,1,0,1,30,38,24,92,0,-0.9653564,-7,49,49,0.026896,0.021025,18.1354532831417,18.1229937622247,8.77264348248188,8.74829201355147,4,4,630,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2012,"Iran",0.189,0.561,0.701,0,0.837,NA,3,5,-0.792,0.218,"electoral autocracy",0,-7,-7,-4,5951.61375209339,76156975,NA,0,0,30,38,24,92,0,-0.9158937,-7,49,49,0.035721,0.022201,18.148307228646,18.1354532831417,8.69141768060572,8.77264348248188,4,4,630,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2007,"Turkey",0.687,0.259,0.347,0.052,-0.911,-1.61,8,5,0.558,0.708,"electoral democracy",1,7,7,7,10057.7172280413,69515492,1,0,1,20,20,11,51,1,0.021233,7,49,49,0.471969,0.273529,18.0570601921699,18.0453284738999,9.21609550220281,9.18219843969245,4,3,640,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2009,"Turkey",0.602,0.329,0.347,0.052,-0.911,-1.61,8,5,0.558,0.708,"electoral democracy",1,7,7,7,9399.35484355768,71261307,1,0,1,22,18,11,51,1,0.1048895,7,49,49,0.362404,0.204304,18.0818640592592,18.0689131250878,9.14839633223862,9.21080935110627,4,4,640,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"Turkey",0.628,0.42,0.444,0.052,-0.911,-1.61,8,5,0.558,0.708,"electoral democracy",1,7,7,7,10111.1925071277,72310416,1,0,1,22,21,11,54,1,0.1106539,7,49,49,0.394384,0.209764,18.0964787431425,18.0818640592592,9.22139825828585,9.14839633223862,3,4,640,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2011,"Turkey",0.606,0.42,0.444,0.052,-0.911,-1.61,8,5,0.558,0.708,"electoral democracy",1,9,9,7,10817.7152230424,73517002,1,0,1,22,22,11,55,1,0.0747821,7,81,49,0.367236,0.175561,18.1130272571607,18.0964787431425,9.288940367722,9.22139825828585,3,3,640,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,"Turkey",0.46,0.604,0.698,0.069,-0.708,-1.492,7,5,0.956,0.827,"electoral autocracy",1,3,3,3,11245.7758464148,77523788,NA,0,0,24,27,14,65,0,0.0051234,9,9,81,0.2116,0.0784,18.166095389162,18.1491821956448,9.3277478568035,9.31490694469482,4,4,640,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2015,"Turkey",0.445,0.604,0.698,0.069,-0.708,-1.492,6,5,0.956,0.827,"electoral autocracy",1,3,3,3,11522.7051171193,78665830,1,0,1,26,30,15,71,0,-0.1130232,3,9,9,0.198025,0.074529,18.180719438672,18.166095389162,9.35207472587855,9.3277478568035,4,4,640,4,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2016,"Turkey",0.414,0.675,0.879,0.072,-0.794,-1.417,4,5,1.363,0.917,"electoral autocracy",NA,-4,-4,-1,NA,NA,1,1,1,27,33,16,76,0,NA,3,16,9,0.171396,0.050625,NA,18.180719438672,NA,9.35207472587855,5,4,640,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"Iraq",0.128,0.865,1.375,0.525,-1.906,0.055,NA,0,0.181,0.283,"closed autocracy",0,-66,NA,-66,2525.76717381937,25630426,NA,0,0,22,29,15,66,0,-1.641042,-9,NA,81,0.016384,0.004096,17.0592907193492,17.0321355716564,7.8343001267777,8.26343901992194,5,5,645,8,6,1,0,1,2,2,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0
2004,"Iraq",0.201,0.81,0.559,0.525,-1.906,0.327,NA,0,0.181,0.283,"closed autocracy",0,-66,NA,-66,3791.57753490897,26320530,0,1,1,23,31,16,70,0,-1.828362,NA,NA,NA,0.040401,0.011881,17.0858598009968,17.0592907193492,8.24053744759799,7.8343001267777,5,5,645,34,9,2,0,23,25,25,0,2,6,0,2,0,2,0,0,23,6,13,4,5,5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1
2005,"Iraq",0.253,0.81,0.559,0.637,-1.906,1.256,2,0,1.025,0.288,"electoral autocracy",0,-66,NA,-66,3856.28452627631,27017712,0,1,1,22,33,16,71,0,-1.712717,NA,NA,NA,0.064009,0.017424,17.1120032088947,17.0858598009968,8.25745944094297,8.24053744759799,5,5,645,31,16,5,1,9,14,15,0,5,7,4,1,1,2,2,1,8,3,6,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,"Iraq",0.479,0.81,0.559,0.896,-1.906,1.256,0,0,1.025,0.421,"electoral autocracy",0,-66,NA,-66,4140.84058677724,27716983,0,1,1,22,32,16,70,0,-1.679221,NA,NA,NA,0.229441,0.081225,17.1375558879788,17.1120032088947,8.32865408649383,8.25745944094297,5,5,645,53,28,4,0,21,25,25,0,4,19,3,1,1,0,2,0,21,16,4,4,4,7,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
2007,"Iraq",0.52,0.81,0.559,0.896,-1.93,1.256,0,0,1.025,0.421,"electoral democracy",0,-66,NA,-66,4093.53331373475,28423538,0,1,1,22,31,16,69,0,-1.837934,NA,NA,NA,0.2704,0.101124,17.1627281626809,17.1375558879788,8.31716376698658,8.32865408649383,5,5,645,49,8,1,0,40,41,41,0,1,19,0,0,1,0,0,1,39,19,20,11,6,5,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1
2008,"Iraq",0.543,0.81,0.559,0.896,-1.93,1.256,1,0,1.025,0.421,"electoral democracy",0,-66,NA,-66,4317.96840074154,29163327,0,1,1,21,30,16,67,0,-1.768708,NA,NA,NA,0.294849,0.1089,17.1884225532466,17.1627281626809,8.37054029301684,8.31716376698658,5,5,645,13,3,1,0,9,10,10,0,1,3,0,1,0,1,0,0,9,3,6,0,7,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1
2009,"Iraq",0.512,0.81,0.559,0.896,-1.93,1.256,1,0,1.025,0.421,"electoral democracy",0,-66,NA,-66,4343.64356750541,29970634,0,1,1,22,27,16,65,0,-1.698137,NA,NA,NA,0.262144,0.112896,17.2157285935569,17.1884225532466,8.37646880656811,8.37054029301684,4,5,645,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2010,"Iraq",0.478,0.807,0.559,0.847,-1.877,1.012,0,0,0.773,0.392,"electoral autocracy",0,3,3,3,4487.36628937513,30868156,0,1,1,23,29,16,68,0,-1.558279,NA,9,NA,0.228484,0.087616,17.2452356603242,17.2157285935569,8.40902123611309,8.37646880656811,4,4,645,9,3,1,0,5,6,6,0,1,2,0,1,0,0,0,0,5,2,3,2,3,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1
2011,"Iraq",0.469,0.807,0.559,0.847,-1.877,1.012,0,0,0.773,0.392,"electoral autocracy",0,3,3,3,4674.62590973914,31867758,1,0,1,23,30,16,69,0,-1.452956,3,9,9,0.219961,0.097344,17.277105335629,17.2452356603242,8.44990441921394,8.40902123611309,3,4,645,4,0,1,0,3,4,4,0,1,3,1,0,0,0,0,0,3,2,1,0,2,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
2012,"Iraq",0.42,0.807,0.559,0.847,-1.877,1.012,0,0,0.773,0.392,"electoral autocracy",0,3,3,3,5149.97489720421,32957622,1,0,1,23,28,16,67,0,-1.457863,3,9,9,0.1764,0.0784,17.3107331123445,17.277105335629,8.54674711931662,8.44990441921394,4,3,645,4,0,0,0,4,4,4,0,0,1,0,0,0,0,0,0,4,1,3,2,2,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1
2013,"Iraq",0.47,0.871,0.733,0.951,-1.798,1.628,0,0,0.773,0.392,"electoral autocracy",0,3,3,3,5303.42667040849,34107366,0,1,1,23,30,16,69,0,-1.449636,3,9,9,0.2209,0.074529,17.3450239306568,17.3107331123445,8.57610843220875,8.54674711931662,5,4,645,15,7,1,0,7,8,8,0,1,0,0,1,1,1,0,0,7,0,7,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
2014,"Iraq",0.441,0.871,0.733,0.951,-1.798,1.628,0,0,0.773,0.392,"electoral autocracy",0,6,6,5,5131.2091271044,35273293,0,1,1,23,33,16,72,0,-1.334788,3,36,9,0.194481,0.070756,17.3786366633204,17.3450239306568,8.54309660768388,8.57610843220875,5,5,645,2,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2015,"Iraq",0.446,0.871,0.733,0.951,-1.798,1.628,0,0,0.773,0.392,"electoral autocracy",0,6,6,5,5119.25219125905,36423395,0,1,1,23,32,16,71,0,-1.41777,6,36,36,0.198916,0.060025,17.4107218459313,17.3786366633204,8.54076365097156,8.54309660768388,5,5,645,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Iraq",0.457,0.871,0.757,0.909,-1.92,1.34,0,0,0.744,0.387,"electoral autocracy",NA,6,6,5,NA,NA,0,1,1,23,32,16,71,0,NA,6,36,36,0.208849,0.082369,NA,17.4107218459313,NA,8.54076365097156,5,5,645,7,2,1,0,4,5,5,0,1,0,0,1,1,0,0,0,4,0,3,2,0,2,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1
